ID,Hospital Name,Division,District,Area,Address,Facilities,Contact Details,Remark
0068,Pan Pacific Hospital,Dhaka,Dhaka,Motijheel,"Shahjahanpur, Dhaka-1000","Pathological Tests - 40%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. Kazi Reazul Islam +08801711221671,Cashless facilities are obtainable on IPD service
0025,"Islami Bank Hospital, Mugda Unit",Dhaka,Dhaka,Mugdha,"1/24/B, South Mugdhapara, Mugdha, Dhaka-1214.","Pathological Tests - 40%, Radiology & Imaging-35% Discount obtainable in OPD services",02 7274200-4,Cashless facilities are obtainable on IPD service
0203,Monowara Orthopedic & General Hospital,Dhaka,Dhaka,Mugdha,"35/7/1, Golapbag, Biswa Road, Dhaka-1203","Pathological Tests - 40%, Radiology & Imaging -25% Discount obtainable in OPD services",Rafiqul Islam Kiron +880 1916 364 405,Cashless facilities not applicable
0117,Paragon Hospital,Dhaka,Dhaka,Nawabgonj,"Kashimpur, Nawabgonj, Dhaka","Pathological Tests - 30%, Radiology & Imaging -20% Discount obtainable in OPD services",Saidur Rahman (Shetu) +8801819183141,Cashless facilities are obtainable on IPD service
0032,Green Life Hospital Ltd.,Dhaka,Dhaka,Green Road,"32, Green Road, Dhaka-1205","Pathological Tests - 20%, Radiology & Imaging -20% Discount obtainable in OPD services, COVID-19 treatment available",02-9612345,Cashless facilities are obtainable on IPD service
0003,Samorita Hospital Ltd,Dhaka,Dhaka,Panthapath,"89/1 Panthapath, Dhaka-1215.","Pathological Tests - 20%, Radiology & Imaging - 20%, Executive & Cardiac Checkup 25% Discount, COVID-19 treatment available",Mr. Md. Nazim uddim +880 1711 835 011,Cashless facilities are obtainable on IPD service
0004,Square Hospitals Ltd,Dhaka,Dhaka,Panthapath,"18/F West Pantahpath, Dhaka-1207","No Discount On Opd (Out-Patient) Services, COVID-19 treatment available","Hot Line: 10616, Tel:02 8142431",Cashless facilities are obtainable on IPD service
0138,BRB Hospitals Limited,Dhaka,Dhaka,Panthapath,"77/A, East Razabazar, West Panthapath, Dhaka","Pathological Tests - 20%, Radiology & Imaging - 15% Discount obtainable in OPD services",09610-010647,Cashless facilities are obtainable on IPD service
0317,SIBL Foundation Hospital and Diagnostic Center,Dhaka,Dhaka,Panthapath,"Fattah Plaza, 70, Green Road, Panthapath, Dhaka-1205, Bangladesh","Pathological Tests - 35%, Radiology & Imaging -30% Discount obtainable in OPD services, COVID-19 treatment available",Md. Mahbubur Rahman +88001991150916,Cashless facilities are obtainable on IPD service
0141,Farazy Hospital Ltd.,Dhaka,Dhaka,Rampura/Banosree,"House #15-19, Block-E, Main Road, Banasree, Rampura, Dhaka-1219","Pathological Tests - 30% (Upto), Radiology & Imaging -25% (Upto) Discount obtainable in OPD services",Mr. Rubel +880 1882 084 406,Cashless facilities are obtainable on IPD service
0424,Famous Specialized Hospital.,Dhaka,Dhaka,Rampura/Banosree,"House #05, Block-H, Main Road, Meradia Bazar, Banasree, Dhaka-1219","Pathology Test-25%, Radiological Test-20%, Immunological/Microbiology/Blood Transfusion-20%, Full Body Checkup-30%, Covid Test: 2500-3000 BDT",Md. Rafi 01303878869,Cashless facilities are not obtainable on IPD service
0241,Al-Karim Genarel Hospital Ltd.,Dhaka,Dhaka,Sayedabad,"Hazi Borhan Uddin Tower, 17/A, North Sayedabad, Dhaka-1100","Pathological Tests - 40%, Radiology & Imaging -30% Discount obtainable in OPD services",01970499351,Cashless facilities are obtainable on IPD service
0033,Ibrahim Cardiac Hospital & Research Institute,Dhaka,Dhaka,Shahbagh,"122 Kazi Nazrul islam Avenue, Shahbagh, Dhaka 1000",No Discount On Opd (Out Patient) Services,Mr. Masum Khan +880 1552 307 506,Cashless facilities are obtainable on IPD service
0072,M H Samorita Hospital & Medical College,Dhaka,Dhaka,Tejgaon,"117 Tejgaon, Love Rd, Dhaka 1208","Pathological Tests - 30%, Radiology & Imaging - 20%, OPD consultation fee - 30% Discount obtainable in OPD services, COVID-19 treatment available",Yeakub Ali 01847157248,Cashless facilities are obtainable on IPD service (COVID treatment cashless not available)
0001,Salauddin Specialized Hospital Limited,Dhaka,Dhaka,Tikatuli,"44/A, Salauddin Bhaban, Hatkhola Road, Tikatuli, Wari, Sutrapur, Dhaka 1203.","Pathological Tests - 20%, Radiology & Imaging - 10%, Physiotherapy, Dental & Vaccination - 10% Discount",Nahida Jahan Runa +8801856 439 818,N/A
0020,Enam Medical College & Hospital Pvt Ltd,Dhaka,Dhaka,Savar,"9/3, Parboti nagar, Savar Thana Road, Shabhar 1340","Pathological Tests - 25%, Radiology & Imaging - 15% (Except Angiogram) Discount obtainable in OPD services",Mr. Md. Hizbul Bahar Jewel +880 1708 153956,Cashless facilities are obtainable on IPD service
0019,Savar Prime Hospital,Dhaka,Dhaka,Savar,"A/89, Talbag,Savar Thana Road, Savar-1340","Pathological Tests - 35%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. Zubayer Khan +880 1751 855 994,Cashless facilities are obtainable on IPD service
0079,Hemayetpur General Hospital & Diagnostic Centre,Dhaka,Dhaka,Savar,"Reshepara, Singair Road, Hemayetpur, Savar","Pathological Tests - 50%, Serological & Hormone 30%, Radiology & Imaging - 25% Discount obtainable in OPD services",Absar Akib Hasan +880 1705 786 043,Cashless facilities not applicable
0202,Shin Shin Japan Hospital Ltd.,Dhaka,Dhaka,Uttara,"House No. #63, Road No. # 13, Sector #13, Uttara","Pathological Tests - 30%, Radiology & Imaging - 20% Discount obtainable in OPD services",Zahidul Islam +880 1916 265 056,Cashless facilities are obtainable on IPD service
0010,Uttara Crescent Clinic Ltd.,Dhaka,Dhaka,Uttara,"House # 21, Road # 15, Sector # 3, Uttara, Dhaka 1230","Pathological Tests - 25%, Radiology & Imaging - 20% Discount obtainable in OPD services, COVID-19 treatment available",Ms. Rexona +880 1926 993 211,Cashless facilities are obtainable on IPD service
0361,Bangladesh Eye Hospital & Institute Ltd.,Dhaka,Dhaka,Uttara,"Plot-31, road-14, sector 13,Uttara, Dhaka",Investigation-10%,01787665944,Cashless facilities are obtainable on IPD service
0009,Lubana General Hospital (Pvt) Ltd,Dhaka,Dhaka,Uttara,"9 Garib-E-Newaz Avenue,Sector # 13, Uttara Model Tow",N/A,N/A,N/A
0208,Faridpur Desh Clinic,Dhaka,Faridpur,Faridpur,"Kabi Jasimuddin Road, Faridpur","Pathological Tests - 40%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. Mizanur Rahman +880 1711 901 022,Cashless facilities not applicable
0045,Islami Bank Community Hospital Faridpur Ltd.,Dhaka,Faridpur,Faridpur,"Alipur, Faridpur","Pathological Tests - 30%, Radiology & Imaging - 30% Discount obtainable in OPD services",Ms. Lucky Akter +880 1791 102 091,Cashless facilities are obtainable on IPD service
0065,Modern Sina Hospital,Dhaka,Gazipur,Gazipur,"Joydevpur, Gazipur","Pathological Tests - 25%, Radiology & Imaging - 15% Discount obtainable in OPD services",Mr. KM Mowajjim Hossain +880 1987 263 747,Cashless facilities are obtainable on IPD service
0206,Mother’S Care & General Hospital,Dhaka,Gazipur,Gazipur,"Mawna Chowrasta, Sreepur, Gazipur.","Pathological Tests - 20%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. A.A Ma,N/A
0240,President Abdul Hamid Medical College,Dhaka,Kishoreganj,Kishoreganj,"Dactarbari, Zafrabad, Karimganj, Kishorganj","Pathological Tests - 20%, Radiology & Imaging - 10% Discount obtainable in OPD services",Rinku Chandra 01629469498,Cashless facilities are not obtainable on IPD service
0308,Nurjehan Selim Niramoy Hospital,Dhaka,Madaripur,Madaripur,"College Road, Madaripur Sadar, Madaripur","Pathological Tests - 20%, Radiology & Imaging - 10% Discount obtainable in OPD services",Mr. Sarawar Hossain +880 1920 890 006,Cashless facilities are obtainable on IPD service
0314,Monno Medical College & Hospital.,Dhaka,Manikganj,Manikganj,"Monno City, Gilond, Manikgonj- 1800","Pathological Tests - 20%, Radiology & Imaging - 15% Discount obtainable in OPD services",Md. Abu Daud Sarkar +880 1713 858 711,Cashless facilities are obtainable on IPD service
0044,Islami Bank Community Hospital Manikgonj Ltd.,Dhaka,Manikganj,Manikganj,"Joyra Road, Manikgo",N/A,N/A,N/A
0242,Nipun Diagnostic & Clinic,Dhaka,Shariatpur,Shariatpur,"Hospital Road, Shariatpur – 8000","Pathological Tests - 15%, Radiology & Imaging - 10% Discount obtainable in OPD services",Md. Mozaffor 01719876190,Cashless facilities are obtainable on IPD service
0063,Aysha Khanom Memorial hospital,Dhaka,Tangail,Tangail,"Khan Plaza, Main Road, Tangail","Pathological Tests - 35%, Radiology & Imaging - 30% Discount obtainable in OPD services",Fayzul Islam Khan 01316960430,Cashless facilities are obtainable on IPD service
0056,Sheba Clinic & Hospital,Dhaka,Tangail,Tangail,"Old Bus Stand, Tangail","Pathological Tests - 35%, Radiology & Imaging - 30% Discount obtainable in OPD services",Mr. Nurul Amin +880 1881 009 205,Cashless facilities are obtainable on IPD service
0445,Z.H Shikder Women's Medical College & Hospital,Dhaka,Dhaka,Gulshan,"House No. # 05, Road No. # 104, Gulshan-2, Dhaka 1212","Pathological Tests - 30%, Radiology & Imaging - 20%",N/A,N/A
0450,Upasham Health Point (PVT.) Ltd,Dhaka,Dhaka,Baridhara,"1204, Madani Avenue, 100 Feet Road, Baridhara, Natun Bazar, Gulshan, Dhaka-1212","Pathological Tests - 25%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mohammad Feroz Alam Mobile: 01970970526,Cashless facilities are obtainable on IPD service
0451,Anwer Khan Modern Maa O Shishu Hospital Limited,Dhaka,Dhaka,Dhanmondi,"Road # 8, House # 17, Dhanmondi, Dhaka-1205","Pathological Tests -25%, Radiology & Imaging- 10% Discount obtainable in OPD services, COVID-19 treatment available",Badrul Alam Mukul 01711927861,Cashless facilities are obtainable on IPD service
0456,Anwer Khan Modern Diagnostic Center & Hospital Outdoor Service,Dhaka,Dhaka,Banani,"Plot # 11, Rod #11, Block # G, Banani, Dhaka","Pathological Tests - 40%, Radiology & Imaging - 30%",01705-407170,N/A
0462,New Shafipur General Hospital,Dhaka,Gazipur,Gazipur,"Shafipur, Gazipur",N/A,N/A,N/A
0465,AMZ Hospital Ltd,Dhaka,Dhaka,Badda,"Cha- 80/3, Shadinota Sarani, North Badda, Dhaka","Pathology-25%, Radiology-10% Discount obtainable in OPD services",Md. Masum Billah 01409961033,Cashless facilities not applicable
0469,Long Life Hospital Ltd,Dhaka,Dhaka,Dhanmondi,"161/A Lake Circus Kalabagan, Dhaka-1205","Pathological Tests -30%., Radiology & Imaging- 20% Discount obtainable in OPD services",Md. Nizam Uddin 01736199500,Cashless facilities are not obtainable on IPD service
0470,Islami Bank Hospital & Cardiac Center,Dhaka,Dhaka,Mirpur,"Plot- 19, 20, 21, 22 Main Road- 3, Dhaka 1216","Pathological Tests - 40%, Radiology & Imaging - 35% Discount obtainable in OPD services",Md. Soliman Howladar 01748422931,Cashless facilities are obtainable on IPD service
0473,Aladin's General Hospital,Dhaka,Dhaka,Savar,"Joypura Bus Stand, Dhamrai, Savar, Dhaka.","Room Rent: 30%, Pathological Test: 30%-40%, Radiological Test: 30%",Ariful Is,N/A
0512,Dristi Eye Hospital Banasree Ltd,Dhaka,Dhaka,Banasree,"48 Rd 3/A, Block # E, Rampura Banosree, Dhaka","Investigation -25%., Consultancy- 20%, Optics- 10% Discount obtainable in OPD services",Rasel Uddin Ahmed 01988815741,Cashless facilities are obtainable on IPD service
0519,Bangladesh Spine and Orthopaedic Hospital,Dhaka,Dhaka,Kallyanpur-Shymaoli,"10, Main Road, Kallyanpur, Dhaka","Pathological Tests - 30%, Radiology & Imaging - 20%, Ct Scan & MRI - 30% Discount obtainable in OPD services",Amit Sarker 01740212303,Cashless facilities not applicable
0522,Nagorik Specialized Hospital Limited,Dhaka,Dhaka,Aftabnagar,"House # 59, Block # C, Main Road, Jahurul Islam City, Aftabnagor, Dhaka 1212","Pathology- 30%, Radiology- 20% Discount Obtained in IPD Service",Mustafiul Alam 01758472785,Cashless facilities are obtainable on IPD service.
0527,Farabi General Hospital Ltd.,Dhaka,Dhaka,Dhanmondi,"House# 08, Road# 14, Dhanmondi R/A, Dhaka 1209.","Pathology- 25%, Radiology- 10%",Dr. Dipta Paul 01777011723,N/A
0543,Badda General Hospital & Diagnostic Center (Pvt) Ltd,Dhaka,Dhaka,Badda,"Ka-64, Shahjadpur, Badda, Gulshan, Dhaka","Pathological Test: 30%, Radiological Test: 20%",Md. M.H Sohel 01719641130,Cashless facilities not applicable
0541,Farazy Hospital Ltd. (Unit-2),Dhaka,Dhaka,Banasree,"House-61/1, Road-04, Block-G, Banasree, Rampura, Dhaka-121","Pathological Tests - 30% (Upto), Radiology & Imaging - 25% (Upto) Discount obtainable in OPD services",Md. Rubel Hossain 01845444444,Cashless facilities are obtainable on IPD service
0546,Haji Shakhwat Anwara Eye Hospital Ltd.,Dhaka,Dhaka,Kakrail,"73, Kakrail (Eastern Commercial Complex), Dhaka-1000","Pathological Test-25%, Radiological Test-10%",Gautam Kumar Dhali 01858207737,Cashless facilities are obtainable on IPD service
0549,Dhaka Community Medical College Hospital,Dhaka,Dhaka,Mogbazar,"190/1, Boro Mogbazar, Wireless Railgate, Dhaka 1217","Pathological Tests - 10%, Radiology & Imaging - 10% Discount obtainable in OPD services",Moin Ahmed 01722575909,N/A
0556,Advance Care Specialized Hospital,Dhaka,Narayanganj,Narayanganj,"Chittagong Road, Siddhirgonj, Narayangonj","Pathological Test- 35%, Radiological Test- 20%",Md. Nur E Alam Siddique 01966673335,Cashless facilities are obtainable on IPD service
0557,Liza Health Care,Dhaka,Rajbari,Rajbari,"Pangsha, Rajbari","Pathology- 40%, Radiology- 20%",Nizam Uddain 01718922878,Cashless Facilities are not Obtainable.
0577,Gulshan Specialized Eye Hospital,Dhaka,Dhaka,Gulshan,"House # I, Road #7, Gulshan-1, Dhaka-1212","Investigation- 10%, Optics- 5%",Bishwajit Chakraborty 01611082324,Cashless facilities are not obtainable.
0578,Sara Hospital & Diagnostic,Dhaka,Dhaka,Mirpur,"Plot No-1/15-18, Road-06, Block-D, Section-12, Mirpur","Pathology: 30%, Imaging: 20%",Shahidul Islam 01805031345,Cashless Facilities are obtainable on IPD Service
0589,Habib Hospital,Dhaka,Dhaka,Savar,"Polashbari, Nabinagar, Kaliakoir Road, Ashulia, Dhaka","Pathology- 20%, Radiology- 20%",Sazzad Hossain 01906197863,Cashless Facilities are obtainable on IPD
0591,Aristo Eye Hospital Ltd,Dhaka,Dhaka,Dhanmondi,"House # 16, Road # 06, Dhanmondi, Dhaka-1209",Investigation- 10%,Md. Anamul Haque 01404436708,Cashless Facilities are Obtainable on IPD Service
0592,Micare Health Ltd,Dhaka,Dhaka,Shyamoli,"Shyamoli Cinema Hall Complex, Ring Road, Shyamoli, Mohammadpur, Dhaka-1207","Pathology- 35%, Radiology- 25%",Aminul Islam 01898803006,Cashless Facilities are Obtainable on IPD Service
0082,Fatema Momtaj Clinic,Khulna,Bagerhat,Bagerhat,"College Road, Morrelganj, Bagerhat Sadar","Pathological Tests - 25%, Radiology & Imaging - 25% Discount obtainable in OPD services","Mr. Azi Murad Sikder +880 1712 039 386, fatemamamotazcllinic@gmail.com",Cashless facilities not applicable
0298,Woodland Surgical And Medical Hospital,Khulna,Bagerhat,Bagerhat,"Puratan Bazar, Bagerhat Sadar, Bagerhat-9300","Pathological Tests - 30%, Radiology & Imaging - 25% Discount obtainable in OPD services","Mr. Ragib Ahsan +880 1720 994 997, ragib72@gmail.com",Cashless facilities not applicable
0300,Fatema Hospital & Diagnostic Centre Pvt,Khulna,Chuadanga,Chuadanga,"Fatema Tower, High road Alamdanga, Chuadanga","Pathological Tests - 40%, Radiology & Imaging - 20% Discount obtainable in OPD services","Md. Ashraful Islam +880 1712 106 473, fatema.phdc@gmail.com",Cashless facilities not applicable
0293,Ibn Sina Hospital,Khulna,Jessore,Jessore,"House No # 68, Jail Road, Daratana, Ghop, Jashore","Pathological Tests - 35% (Except PCR), Radiology & Imaging - 30% (Except MRI), Health Checkup Package - 35% Discount",Mr. Israil Hossain +880 1934 330 845,Cashless facilities are obtainable on IPD service
0204,Jashore Adhunik Hospital,Khulna,Jessore,Jessore,"Ghop Central Road, Rajur More, Jashore","Pathological Tests - 35%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. Uzzal Kumar B. +880 1919 744 518,Cashless facilities are not obtainable on IPD service
0051,Unique Hospital & Diagnostic Center,Khulna,Jessore,jessore,"Ghop Nawapara Road, Jashore Special","- Pathological Tests - 35%, - Radiology & Imaging - 35% - Discount obtainable in OPD services","Mr Azmol +880 1711 310 294, azmalhossain1000@gmail.com",Cashless facilities are obtainable on IPD service
0042,Islami Bank Community Hospital,Khulna,Jhenaidah,Jhenaidah,"Chuadanga Bus Stand, Jhinaidah","Pathological Tests - 30%, Radiology & Imaging - 30% Discount obtainable in OPD services","Md. Asaduzzaman 01946109044, ibchjl@gmail.com",Cashless facilities are obtainable on IPD service
0027,"Islami Bank Hospital, Khulna",Khulna,Khulna,khulna,"42, Khanjahan Ali Road, Khulna","Pathological Tests - 35%, Radiology & Imaging - 30% Discount obtainable in OPD services","Md. Imran Hossain Mobile: +8801675 223 072, ibh_khulna@yahoo.com",Cashless facilities are obtainable on IPD service
0320,Nargis Memorial Hospitals (Pvt) .Ltd.,Khulna,Khulna,khulna,"61 S Central Rd, Khulna 9100, Bangladesh","Pathological Tests - 20%, Radiology & Imaging - 20%, Medicine & Surgicals - 08% Discount obtainable in OPD services",Mr. Nasir Uddin Shaikh +880 1711 298 376,Cashless facilities not applicable
0292,Khulna City Medical College Hospital,Khulna,Khulna,khulna,"25-26, KDA Ave, Khulna","Pathological Tests - 25%, Radiology & Imaging - 20% Discount obtainable in OPD services",Sheikh zahid hossain 01989995011,Cashless facilities are obtainable on IPD service
0364,Bangladesh Eye Hospital & Institute Ltd.,Khulna,Khulna,khulna,"9 B mojid soroni shibbari. Khulna 9100,",Investigation-10%,01799209075,Cashless facilities are obtainable on IPD service
0049,Sono Hospital Ltd.,Khulna,Kushtia,Kushtia,"Sono Tower, College More, Courtpara, Kushtia-7000","Pathological Tests - 10%, Radiology & Imaging - 10%, CT, MRI & EEG-5% Discount obtainable in OPD services",Mr. Sawpon +880 1715 975 074,Cashless facilities are obtainable on IPD service
0102,Garib Shah Clinic & Diagnostic Centre,Khulna,Magura,Magura,"West Side of Sadar Hospital, Hospital Para, Magura","Pathological Tests - 30%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. Mostak Ahmed +880 1917 629 052,Cashless facilities are obtainable on IPD service
0101,Kalia Surgical Clinic & Diagnostic Centre,Khulna,Narail,Narail,"Kalia Upazila Main Gate, Kalia, Narail","Pathological Tests - 30%, Radiology & Imaging - 25% Discount obtainable in OPD services",Dr. Motalib Hossain +880 1711 210 634,Cashless facilities not applicable
0017,Islami Bank Community Hospital Sathkhira Ltd.,Khulna,Satkhira,Satkhira,"Narkel Tolar More, Polashpole, Satkhira","Pathological Tests - 30%, Radiology & Imaging -30% Discount obtainable in OPD services",Anower Hossain 01711444641,Cashless facilities are obtainable on IPD service
0432,"Heart Foundation & Intensive Care Hospital, Satkhira.",Khulna,Satkhira,Satkhira,"Satkhira Road, Satkhira","Pathological Tests - 50%, Radiology & Imaging - 35% Discount obtainable in OPD services",DEBBROTO SARKER 01924388805,Cashless facilities are not obtainable on IPD service
0513,Dristi Eye Hospital Satkhira Ltd,Khulna,Satkhira,Satkhira,Khulna - Satkhira Rd. Satkhira 9400,"Investigation-25%., Consultancy-20%, Optics-10% Discount obtainable in OPD services",Ahsan Habib 01958680327,Cashless facilities are obtainable on IPD service
0514,Dristi Eye Hospital Kushtia Ltd,Khulna,Kushtia,Kushtia,"Islamic University Bus Stoppage, Kushtia - Jhenaidah Hwy, Kushtia","Investigation-25%., Consultancy-20%, Optics-10% Discount obtainable in OPD services",Sohanur Rahman 01988815737,Cashless facilities are obtainable on IPD service
0516,Queens Hospital,Khulna,Jessore,Jessore,"Jail Road, Jessore-7400","Room-15%, Pathology-15% to 25%, Radiology-15% to 20%",Mithu Saha 01712821364,Cashless facilities not applicable
0530,Gazi Medical College & Hospital,Khulna,Khulna,Khulna,"A 19-21, Majid Sarani, Sonadanga, Khulna","Pathological Tests -25%, Radiology & Imaging - 15%",Asbur Rahman Anik 01407031095,Cashless facilities are obtainable on IPD service
0598,Sandhani Medical Care & Hospital Ltd,Khulna,Khulna,Khulna,"A-17, Majid Saroni, Sonadanga Khulna,","Pathology-25%, Radiology-15%",SH Aakash 01335067614,Cashless Facilities are obtainable on the IPD Service.
0312,Appolo Private Hospital,Mymensingh,Netrokona,Netrokona,"Sayad Mansion, Teribazar, Netrakona.","Pathological Tests -30%, Radiology & Imaging - 20% Discount obtainable in OPD services",Sagar Sarker 01766428423,Cashless facilities are not obtainable on IPD service
0425,Jinia General (Pvt) Hospital,Mymensingh,Sherpur,Sherpur,"Narayanpur Sherpur Town, Sherpur","Pathological Tests -35%, Radiology & Imaging -15%",Md. Masumbillah 01712191463,Cashless facilities are obtainable on IPD service
0054,Hazarat Shah Jamal General Hospital Ltd.,Mymensingh,Jamalpur,Jamalpur,"Dokkin Kacharipara, New College Road, Fisheries More, Jamalpur","Pathological Tests -25%, Radiology & Imaging -25% Discount obtainable in OPD services",Azam 01790360441,Cashless facilities are obtainable on IPD service
0055,Jamalpur Central Hospital,Mymensingh,Jamalpur,Jamalpur,"Amlapara Medical Rd, Jamalpur 2000","Pathological Tests -30%, Radiology & Imaging - 30% Discount obtainable in OPD services",Mr. Sharmin Akter +880 1865 037 605,Cashless facilities are obtainable on IPD service
0145,Manob Sheba Hospital & Diagnostic Center,Mymensingh,Jamalpur,Jamalpur,"Shahid Harun Sarak, Jamalpur-2000","Pathological Tests -30%, Radiology & Imaging - 25% Discount obtainable in OPD services",Mr. Nazrul Islam +880 1730 169 776,Cashless facilities not applicable
0437,Jamalpur National Hospital,Mymensingh,Jamalpur,Jamalpur,"Shekhervita, Jamalpur-2000","Pathological Tests - 30%, Radiology & Imaging - 30% Discount obtainable in OPD services",Md. Abdul Wahed 01716319359,Cashless facilities are obtainable on IPD service
0122,City Hospital,Mymensingh,Jamalpur,Jamalpur,"Tomaltala Boro Moshjid road (Close to DBBL), Jamalpur","Pathological Tests -30%, Radiology & Imaging - 25% Discount obtainable in OPD services",Mr. Nazrul Islam +880 1730 169 776,Cashless facilities not applicable
0109,Pranto Specialized Hospital,Mymensingh,Mymensingh,Mymensingh,"67 Charpara,, Mymensingh","Pathological Tests -30%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. Md. Nazim +880 1717 366 884,Cashless facilities are obtainable on IPD service
0047,Alchemy Hospital (Pvt) Ltd,Mymensingh,Mymensingh,Mymensingh,"333 Charpara More, Mymensingh","Pathological Tests -25%, Radiology & Imaging - 25% Discount obtainable in OPD services",Mojibur Rahman 01761778781,Cashless facilities are obtainable on IPD service
0234,"Delta Health Care, Mymensingh Ltd",Mymensingh,Mymensingh,Mymensingh,"55/4, 55/5, Charpara, Mymensingh.","Pathological Tests -25%, Radiology & Imaging - 20% Discount obtainable in OPD services",Mr. Kamrul Hasan +880 1847 158 323,Cashless facilities are obtainable on IPD service
0096,Sodesh Hospital (Pvt) .Ltd,Mymensingh,Mymensingh,Mymensingh,"298/2, Mymensingh 2200","Pathological Tests -30%, Radiology & Imaging - 10% Discount obtainable in OPD services",Refaz 01703505421,Cashless facilities are obtainable on IPD service
0520,MA Rashid Hospital,Mymensingh,Jamalpur,Jamalpur,"1072, Sardar Para, Jamalpur Sadar.","Pathology- 30%, Radiology-20% Discount Obtained in OPD Service",ABM Shamsuzzaman 01847414948,Cashless facilities are obtainable on IPD service.
0526,Bulbul General Hospital,Mymensingh,Jamalpur,Jamalpur,"Shekher Vita, Jamlpur","Pathology-25%, Radilogy-25%",Mehedi Hasan 01706294309,Cashless facilities are obtainable on IPD service
0533,Manav Seva (Pvt) Hospital & Diagnostic Center,Mymensingh,Netrokona,Netrokona,"Barhatta Road, Netrokona","Pathology: 30%, Radiology: 20% Discount Obtained in OPD Service",Md. Nurnobi Fakir 01714772240,Cashless facilities are obtainable on IPD service
0582,Mission Hospital (Pvt),Mymensingh,Netrokona,Netrokona,"Shakura Plaza, Kurpar, Netrokona Sadar, Netrokona","Pathology- 30%, Radiology-20%",Tarikul Islam Parash 01711025705,Cashless Facilities are obtainable on IPD service
0597,Jamalpur Imperial Hospital Ltd,Mymensingh,Jamalpur,Jamalpur,"Shekhervita, Jamalpur, Bangladesh","Pathology-25%, Radiology-25%",Saidur Rahman 01712029141,Cashless facilities are obtainable on IPD service
0345,Swadesh Hospital & Diagnostic Center,Rajshahi,Bogura,Bogura,"Namazgor More (Sultan Tower), Bogura","Pathological Tests -30%, Radiology & Imaging - 30%, Medicine & Surgical items- 5% Discount obtainable in OPD services",Shamim Hossain Mobile: 01712-174250,Cashless facilities are obtainable on IPD service
0346,Saic General Hospital,Rajshahi,Bogura,Bogura,"Thanthania, Bogura","Pathological Tests - 35%, Radiology & Imaging -20% Discount obtainable in OPD services",Uttam Kumar 01745181664,Cashless facilities are obtainable on IPD service
0335,Independent General Hospital,Rajshahi,Bogura,Bogura,"Sherpur Road, Colony, Bogura","Pathological Tests - 30%, Radiology & Imaging - 25%, Medicine & Surgical items- 5% Discount obtainable in OPD services",Shapla Khatun +880 1713 659 354,Cashless facilities are obtainable on IPD service
0357,Emu General hospital.,Rajshahi,Joypurhat,Joypurhat,"Amtoli Sadar, Joypurhat.","Pathological Tests -25%, Radiology & Imaging -25%, Service charge - 25% Discount obtainable in OPD services",Md. Mukul Hossain 0171 925 2458,Cashless facilities not applicable
0195,Doctor'S Clinic,Rajshahi,Joypurhat,Joypurhat,"Professor para, Madrasa Road, Joypurhat","Pathological Tests -15%, Radiology & Imaging - 15% Discount obtainable in OPD services",Dr. Nazrul Islam +880 1711 976 782,Cashless facilities are obtainable on IPD service
0073,Community Hospital Naogaon Ltd.,Rajshahi,Naogaon,Naogaon,"Chawk Enayet, Dayaler More, Naogaon","Pathological Tests - 30%, Radiology & Imaging - 30% Discount obtainable in OPD services",Khairul Islam +880 1913308608,Cashless facilities are obtainable on IPD service
0139,Anowar Clinic & Diagnostic Centre,Rajshahi,Natore,Natore,"Nazirpur Bazar, Natore","Pathological Tests -30%, Radiology & Imaging -30% Discount obtainable in OPD services",Mr. Amirul Islam +880 1723 469 560,Cashless facilities are obtainable on IPD service
0140,Hazera Clinic & Diagnostic Centre,Rajshahi,Natore,Natore,"Chanchkoir Kacharipara, Gurudashpur, Natore","Pathological Tests - 30%, Radiology & Imaging - 30% Discount obtainable in OPD services",Mr. Amirul Islam +880 1723 469 560,Cashless facilities are obtainable on IPD service
0095,Satata Specialized Hospital,Rajshahi,Natore,Natore,"Kanaikhali (In front of Sahara Plaza), Natore, Rajshahi","Pathological Tests -30%, Radiology & Imaging - 20% Discount obtainable in OPD services",Ms. Sohagi Rani (Belly) +880 1759 338 220,Cashless facilities are obtainable on IPD service
0098,Jalal Memorial Hospital,Rajshahi,Pabna,Pabna,"Sadar Hospital Road (Gudown More) Shalgarhia, Pabna","Pathological Tests -25%, Radiology & Imaging - 25% Discount obtainable in OPD services",Md. Shoriful Islam Joni 01746480122,Cashless facilities are obtainable on IPD service
0018,Islami Bank Medical College Hospital,Rajshahi,Rajshahi,Rajshahi,"Nowdapara, Biman Bandor Road, Sopura, Rajshahi","Pathological Tests -35%, Radiology & Imaging -30% Discount obtainable in OPD services",Md. Shina 01777 530704,Cashless facilities are obtainable on IPD service
